A4,2000
A5,2000
G#5,1000
E5,500
F#5,500
G#5,1000
A5,1000
A4,2000
F#5,2000
E5,4000
F#4,2000
D5,2000
C#5,1000
A4,500
B4,500
C#5,1000
D5,1000
B4,1000
G#4,500
A4,500
B4,1000
C#5,1000
A4,4000
